Year,STATION CODE,LOCATIONS,STATE,TEMPERATURE ºCD.O. (mg/l),,,pHCONDUCTIVITY (µmhos/cm),,,B.O.D. (mg/l),,,NITRATE- N+ NITRITE-N (mg/l),,,FECAL COLIFORM (MPN/100ml),,,TOTAL COLIFORM (MPN/100ml),,,,,
,,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
2009,2102,RIVER SHIVNA AT RAMGHAT_ MANDSAUR,MADHYA PRADESH,23,26,24.3,6.9,7.9,7.3,7.1,8.6,7.87,179,766,419,2,2,2,0.49,1.48,1.04,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,2103,RIVER JAMMER AT DHOLOWAD_ RATLAM,MADHYA PRADESH,22,28,25,6.8,7.6,7.3,7.2,8,7.71,280,448,340,2.3,4,3.2,0.76,1.8,1.22,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,2104,RIVER MALEI AT JAORA,HIMACHAL PRADESH,22,29,24.7,7.1,7.8,7.4,7.4,7.9,7.69,284,652,394,2.5,3,2.8,0.674,0.86,0.78,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,2105,RIVER CHILLAR AT SHAJAPUR,HIMACHAL PRADESH,24,28,25.9,6,7.5,7.2,7.1,10,8.13,295,480,400,2,3,2.5,0.1,1.24,0.81,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1866,RIVER SABARMATI AT HANSAOL BRIDGE_ GUJARAT,GUJARAT,26,30,27.7,7.7,8.8,8.3,8.4,8.6,8.47,253,497,369,1.5,12,5.5,0.16,0.25,0.21,150,750,367,240,1500,980
2009,1221,SABARMATI AT KHEROJ BRIDGE_ GUJARAT,GUJARAT,29,29,29,5.8,5.8,5.8,8.5,8.5,8.5,471,471,471,9,9,9,0.53,0.53,0.53,90,90,90,750,750,750
2009,2,SABARMATI AT AHMEDABAD AT V.N. BRIDGE_GUJARAT,GUJARAT,26,29,27.5,0,6,2.08,7.6,8.6,7.92,407,2060,1278,9,39,22,0.83,1.77,1.54,210,1500,888,1100,2400,1917
2009,1409,SABARMATI AT RAILWAY BRIDGE AHMEDABAD_ GUJARAT,GUJARAT,25,31,28.3,4.4,8.9,6.23,7.9,8.6,8.27,267,421,342,1.2,13,5.6,0.11,2.04,1.13,80,460,199,240,4100,987
2009,1408,SABARMATI AT VILL. MIROLI TALUKA DASCROI_AHMEDABAD_GUJARAT,GUJARAT,27,31,29,0,0,0,7.3,8.5,7.83,1870,3200,2441,28,46,37,0.42,0.57,0.47,2300,15000,7986,7500,46000,20757
2009,1223,SABARMATI AFTER CONF. WITH MESHWA AT VAUTHA (NEAR DHOKLA)_GUJARAT,GUJARAT,27,31,28.7,0,0,0,7.8,8.7,8.14,979,2800,2028,19,39,30.7,0.05,0.73,0.47,700,7500,2971,3300,9300,6029
2009,1222,SHEDHI AT KHEDA_ GUJARAT,GUJARAT,26,31,28,4.9,7.6,6.03,8.2,9,8.6,735,1690,1328,5,16,9.7,0.39,0.42,0.4,43,200,106,150,430,263
2009,1437,KHARI AT LALI VILLAGE NEAR AHMEDABAD_ GUJARAT,GUJARAT,28,30,29.3,0,2.7,0.9,7.7,8.3,7.97,6450,9900,7773,0,7.6431,4.52,0.11,0.17,0.15,2100,43000,28033,7500,93000,64500
2009,1241,NARMADA AT MANDLA NEAR ROAD BDG. M.P.,MADHYA PRADESH,20,27,24.5,0.5,8.174,6.821,7.2,7.8,7.46,178,1207,506,0.9,2.3,1.6,0.34,2.98,1.16,0,7,2,39,1100,311
2009,44,NARMADA AT SETHANIGHAT M.P.,MADHYA PRADESH,24,32,27,6,11.4,7.37,7.3,8.91,7.93,180,448,332,1.5,3.9,2.6,0.11,2.61,0.91,0,13,4,21,1600,235
2009,1240,NARMADA AT NARSINGHPUR M.P.,MADHYA PRADESH,20,26,23,0.5,8.174,6.821,7.4,7.9,7.6,296,1310,609,1.2,2.3,1.5,0.3,4.3,1.9,0,7,2,7,1100,294
2009,1234,NARMADA AT HOSHANGABAD        U /S M.P.,MADHYA PRADESH,24,27,25.5,5.3,11.5,7.98,7.2,8.9,8.07,180,460,311,1.1,4.7,2.3,0.05,1.82,0.68,0,4,3,8,900,124
2009,2123,NARMADA AT KORIGHAT HOSHANGABAD,MADHYA PRADESH,23,32,26.5,6.1,12,7.58,7.21,8.8,7.99,180,1930,454,1.7,30,5,0.02,2.1,0.6,0,9,5,9,1600,279
2009,1235,NARMADA AT HOSHANGABAD      D /S M.P.,MADHYA PRADESH,24,33,26.3,4.2,11.5,7.57,6.5,8.6,7.89,190,480,345,2.1,3.6,2.6,0.04,3.91,1.15,0,17,6,20,1600,492
2009,2106,RIVER NARMADA AT NEMAWAR,MADHYA PRADESH,23,26,24.8,6.1,7.6,7.16,7,8.4,7.8,190,440,307,1.1,1.4,1.3,0.036,2,0.87,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,2113,RIVER NARMADA NEAR PUNASA DAM_ PUNASA,MADHYA PRADESH,19,29.6,24.8,6.5,7.8,7.33,7.4,8.2,7.71,190,396,277,0.6,1.1,0.9,0.05,2.78,0.4,0,2,1,40,170,106
2009,1430,NARMADA AT D S OF OMKARESHWAR M.P.,MADHYA PRADESH,21,29,24.8,6.8,8,7.41,7.5,8.4,7.81,218,458,296,0.8,1.4,1.1,0.05,0.6,0.3,0,2,0,80,300,181
2009,2112,RIVER NARMADA NEAR MORTAKKA BRIDGE_ BADWAH,MADHYA PRADESH,19,29.2,24.8,6.6,8.3,7.41,7.4,8.3,7.72,214,545,288,0.6,1.6,1,0.05,2.5,0.7,0,2,1,80,350,160
2009,2099,RIVER NARMADA LALPUR_ JABALPUR,MADHYA PRADESH,18,28,22.6,0.5,8.174,6.821,7.3,7.8,7.59,290,1207,558,0.6,2.6,1.5,0.1,3.1,1.27,0,0,0,28,1100,278
2009,45,NARMADA AT MANDLESHWAR M.P.,MADHYA PRADESH,19,30,25.3,6.8,7.7,7.32,7.3,8.2,7.74,198,455,300,0.6,1.2,0.9,0.05,2.2,0.45,0,2,1,30,220,109
2009,1431,NARMADA AT MAHESHWAR_ M. P.,MADHYA PRADESH,22.3,30,25.6,6,7.8,7.07,7.6,8.1,7.82,243,388,294,1,1.4,1.2,0.1,1.003,0.42,0,2,1,80,170,132
2009,1239,NARMADA AT BADWANI_ M.P.,MADHYA PRADESH,21.2,27,23.9,6.4,7.8,7.4,7.8,8.2,7.96,220,368,300,0.7,1.1,0.9,0.05,0.8,0.38,0,2,1,70,170,112
2009,7,NARMADA AT GARUDESHWAR_ GUJARAT,GUJARAT,26,30,28,6.8,9,7.81,7.7,8.1,7.93,228,389,308,0.5,1.3,0.9,0.05,1.82,0.64,0,2,2,2,4,4
2009,1245,NARMADA AT CHANDOD_ GUJARAT,GUJARAT,25,32,27.6,7,7.7,7.19,7.9,8.3,8.11,257,336,294,0.2,1.8,0.6,0.38,0.68,0.53,3,7,4,7,19,12
2009,1244,NARMADA AT PANETHA_ GUJARAT,GUJARAT,27,30,28.5,6.8,9.2,7.63,7.8,8.3,8.11,242,402,308,0.5,1.4,0.8,0.05,2.21,0.75,0,2,2,2,6,4
2009,1243,NARMADA AT BHARUCH_ZADESHVAR_GUJARAT,GUJARAT,27,33,29,6.1,8.3,6.95,7.8,8.4,8.17,217,384,319,0.7,2.4,1.3,0.1,2.5,0.74,2,90,38,4,260,125
2009,1981,NARMADA AT ZANOR (NTPC)_ BHARUCH,MADHYA PRADESH,27,31,28.8,6.4,7.8,6.93,7.6,8.2,7.95,297,312,304,0.5,1.4,1,0.1,1.15,0.49,1,17,6,2,40,15
2009,1236,CHOTA TAWA BEFORE CONFL. WITH RIVER NARMADA_M.P.,MADHYA PRADESH,22.5,27.5,25,6.6,7.6,7.1,7.5,8.3,7.9,427,476,452,0.8,0.9,0.9,0.4353,3.662,1.46,2,2,2,110,140,125
2009,2114,RIVER KUNDA AT KHARGONE,MADHYA PRADESH,21,29,25.4,6.1,8.4,7.13,7.4,8.5,7.8,468,934,637,1.1,1.9,1.5,0.05,6.21,1.7,0,2,1,170,900,424
2009,2100,GOUR RIVER BHOGA DOOR_ JABALPUR,MADHYA PRADESH,18,29,22.7,0.5,8.174,6.821,6.9,7.9,7.47,194,818,433,0.9,2.6,1.6,0.16,3.1,0.86,0,0,0,11,460,194
2009,2101,KATNI RIVER NEAR NAGAR NIGAM,MADHYA PRADESH,17.2,29,24.3,0.5,8.174,6.821,7.3,8.2,7.68,231,955,506,1,2.8,1.8,0.16,2.18,1.14,0,0,0,39,460,211
2009,9,TAPI AT NEPANAGAR M.P.,MADHYA PRADESH,22,30,26.4,6.9,7.9,7.3,7.6,7.8,7.7,270,828,459,0.6,1.2,1,0.08,0.6,0.35,0,2,1,30,140,82
2009,2115,RIVER TAPTI AT NEPA NAGAR 100 METRE D/S  AFTER MIXING PANDHAR NALLA,MADHYA PRADESH,21.2,30,25.1,6.7,7.8,7.1,7.4,8.1,7.6,265,638,439,0.6,1.9,1.3,0.05,3.2,1,0,2,1,110,500,253
2009,10,TAPI AT BURHANPUR M.P.,MADHYA PRADESH,18,27,24.4,6.8,8.2,7.4,7.3,7.8,7.6,330,796,458,1,1.8,1.4,0.05,0.88,0.32,0,2,0,170,900,405
2009,1250,TAPI AT HATHNUR M.P.,MADHYA PRADESH,23,27.5,24.8,6.7,8,7.4,7.6,8.2,7.9,273,486,370,0.8,1.3,1.1,0.5,0.5,0.5,0,2,1,130,220,163
2009,1313,TAPI AT AJNAND VILLAGE_ MAHARASHTRA,MAHARASHTRA,23,40,31.9,4.9,6.4,5.6,7.2,8.9,7.9,186,923,447,4.2,12,8.5,0,0.72,0.23,4,9,7,14,30,21
2009,1251,TAPI AT BHUSAWAL US MAHARASHTRA,MAHARASHTRA,24,42,31.5,4.7,6.9,5.7,7.2,8.4,7.8,175,905,439,4,11,7.3,0,3.7,0.51,4,25,11,14,45,27
2009,1314,TAPI AT UPHAD VILLAGE_ MAHARASHTRA,MAHARASHTRA,30,40,34.5,5,6.4,5.8,7.2,8.2,7.8,173,946,446,3.8,12,7.8,0.1,0.64,0.27,4,12,7,14,35,23
2009,46,TAPI AT UKAI_ SHERULA BRIDGE_ GUJARAT,GUJARAT,25,31,28.3,5.1,7.9,6.8,7.7,8.9,8.2,338,725,444,1,6.5,2.5,0.1,0.38,0.28,700,2300,1223,1400,7500,3273
2009,1247,TAPI AT MANDAVI_ GUJARAT,GUJARAT,25,31,28.6,6.3,7.7,7,6.2,8.8,8,379,633,489,0.8,3.7,2.2,0.12,0.5,0.3,1100,4300,2025,2800,9300,5550
2009,47,TAPI AT KATHORE_ (NH-8 BRIDGE)_ GUJARAT,GUJARAT,22,31,28.2,5.7,7.9,6.8,7.3,8.8,8.2,375,673,518,1.9,7,3.1,0.18,0.45,0.32,2300,9300,5918,6400,21000,14355
2009,1248,TAPI AT SURAT U/S KATHORE_ GUJARAT,GUJARAT,23,31,27.8,5.7,7.9,6.7,7.4,8.8,8.3,418,712,537,2,3.7,2.8,0.26,0.9,0.49,750,9000,4654,4600,23000,10875
2009,1982,TAPI AT RANDER BRIDGE_ SURAT,MADHYA PRADESH,27,31,28.5,5.4,7.5,6.4,7.6,8.8,8.2,324,849,535,2.3,4.3,3.3,0.2,0.49,0.33,900,9000,4575,2300,20000,10050
2009,1983,RIVER TAPI NEAR BARDOLI (KAPP BRIDGE) BARDOLI,MADHYA PRADESH,28,29,28.3,5,7.7,6.6,7,8.8,8,366,486,417,0.9,2.4,1.9,0.3,0.38,0.34,900,1400,1233,2300,3900,3367
2009,2071,RIVER TAPI AT ONGC BRIDGE AT SURAT_ DIST. SURAT,MADHYA PRADESH,22,32,29.1,3.7,7.1,4.7,7.5,8.9,8.1,1796,45400,26236,1.6,4.5,2.8,0.2,0.8,0.42,2300,14000,7242,7500,39000,18000
2009,1253,GIRNA AT MALEGAON (MANMAD)_ MAHARASHTRA,MAHARASHTRA,26,28,26.7,5.8,6.4,6.1,8.2,8.8,8.4,235,312,281,4.1,8,6,0.2,0.82,0.42,8,14,10,14,25,21
2009,1252,GIRNA AT JALGAON_ MAHARASHTRA,MAHARASHTRA,26,32,28,5.4,6.1,5.8,8.1,8.9,8.4,169,221,187,4,9,6.3,0.2,0.42,0.28,5,12,8,17,30,22
2009,1907,RANGAVALI D/S OF NAVAPUR,MAHARASHTRA,26,32,29,4.9,5.4,5.2,8.1,8.5,8.3,173,465,319,8,12,10,0.14,0.2,0.17,4,12,8,20,25,23
2009,2070,RIVER KIM AT SAHOL BRIDGE_ OLPAD HANSOT ROAD_ DIST. SURAT,MADHYA PRADESH,24,31,28.6,5.1,7,6.1,7.3,8.8,7.8,378,1120,853,1.1,3.7,2.4,0.17,0.44,0.28,900,4300,2522,2100,9300,6700
2009,2127,DENWA NEAR SARNI_ ROAD BRIDGE,MADHYA PRADESH,23,32,26,6,10.3,7.7,7,8.3,7.8,187,1920,519,0.6,25,4.3,0.05,2.6,0.61,2,11,7,9,1600,297
2009,1851,MAHANADI AT SIHAWA,CHHATTISGARH,24,34,27.5,6.4,9.4,7.3,7.8,8.3,7.98,241,326,285,0.8,0.8,0.8,0.4353,3.662,1.46,21802.47,19343208,1984207,8,220,96
2009,1264,MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR_CHHATISSGARH,CHHATTISGARH,24,35,28.5,0.2,9,5.8,7.7,8.4,8.03,278,396,330,1,1,1,0.4353,3.662,1.46,21802.47,19343208,1984207,13,220,93
2009,1099,MAHANADI AT U/S OF RAJIM_ CHHATISSGARH.,CHHATTISGARH,23,34.2,27.9,6.8,8.4,7.3,7.5,7.9,7.74,234,345,303,2,2.3,2.2,1.1,1.2,1.15,21802.47,19343208,1984207,33,280,134
2009,1852,MAHANADI AT ARRANG_ RAIPUR,CHHATTISGARH,24,29,26.5,6.5,8.1,7,7.6,7.9,7.73,274,330,312,1.8,1.8,1.8,0.4353,3.662,1.46,21802.47,19343208,1984207,13,240,118
2009,1100,MAHANADI AT KHARAD CHHATISSGARH.,CHHATTISGARH,23,34,28.6,6.8,7.1,7,7.96,8.7,8.32,135,274,204,0.3,1.3,0.6,0.95,1.711,1.45,21802.47,19343208,1984207,5,17,11
2009,1282,MAHANADI AT SHEORINARAYAN VILLAGE_ CHHATISSGARH.,ODISHA,23,34,28.5,6.8,6.9,6.9,7.96,8.75,8.4,121,275,219,0.3,1.3,0.6,1.3,1.828,1.55,21802.47,19343208,1984207,7,15,11
2009,1467,MAHANADI AFTER CONFL. WITH RIVER MAND_CHHATISSGARH,ODISHA,25,34,29,6.8,7.2,7,7.65,8.59,8.03,112,224,176,0.2,1.2,0.6,1,1.714,1.39,21802.47,19343208,1984207,5,17,11
2009,1101,MAHANADI AT INTERSTATE BOUNDRY CHHATISSGARH.,ODISHA,23,29,25.2,6.8,7.5,7.3,7,8.43,7.66,139,239,188,1.3,2.3,1.7,1.013,1.272,1.1,21802.47,19343208,1984207,74,130,94
2009,1281,MAHANADI AT HIRAKUD RESERVOIR_ ORISSA,ODISHA,27,36,30.3,6.3,10.3,8.4,7.1,8.4,7.65,120,244,182,0.6,1.4,0.9,0.013,1.14,0.5,110,2100,1125,210,4300,2025
2009,1270,MAHANADI AT SAMBALPUR U/S_ ORISSA,ODISHA,17,39,28.5,6.9,10.2,8.2,7.06,8.3,7.8,113,301,179,0.4,2.2,1.3,0.138,1.17,0.52,630,1200,959,1100,1700,1455
2009,1271,MAHANADI AT SAMBALPUR D/S_ ORISSA,ODISHA,17,39,28.7,6.8,9.1,7.6,6.76,8.2,7.81,116,258,202,1.6,3.4,2.6,0.104,1.89,0.75,24000,160000,59750,43000,1600000,238083
2009,2405,SAMBHALPUR FDS AT HUMA,ODISHA,18,38,28.7,6,10.1,7.9,6.9,8.4,7.81,118,224,174,0.6,3,1.6,0.05,0.8,0.39,790,22000,7308,1700,43000,12627
2009,1272,MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S)_ ORISSA,ODISHA,27,38,30.3,6.9,9.3,8.5,7.1,8.3,7.7,113,222,173,0.5,1.4,0.9,0.004,1.07,0.62,700,840,780,940,1700,1235
2009,1274,MAHANADI A/C WITH R. TEL (SONEPUR D/S)_ ORISSA,ODISHA,27,38,30.3,7,10.7,9,7.1,8.5,7.98,143,372,241,1,1.8,1.5,0.158,0.83,0.49,1300,1700,1400,2200,2800,2400
2009,1275,MAHANADI AT TIKARPADA_ ORISSA,ODISHA,27,36,30.5,7.4,8.6,7.9,6.7,8,7.55,119,215,184,0.6,1.7,1,0.095,0.49,0.28,1200,1700,1425,1500,2800,2300
2009,1276,MAHANADI AT NARSINGHPUR_ ORISSA,ODISHA,24,34,27.3,7.2,8.7,7.9,6.8,8.3,7.8,103,255,189,0.4,1.4,1,0.076,0.56,0.41,430,1100,680,840,1700,1145
2009,1277,MAHANADI AT CUTTACK U/S_ ORISSA,ODISHA,22,36,29.4,6.9,9,8,6.77,8.3,7.81,130,218,179,0.4,7.1,1.6,0.12,0.68,0.38,460,1100,768,700,1700,1287
2009,1278,MAHANADI AT CUTTACK D/S_ ORISSA,ODISHA,23,36,29.2,6.8,9.7,7.8,6.8,8.4,7.74,129,239,184,1.3,2.9,2.2,0.05,1.39,0.46,430,17000,9411,940,28000,14970
2009,2409,CUTTACK FDS (SERUA) AT SANKHATRASA,ODISHA,22,32,26.4,6.7,9.3,8.1,6.7,8.1,7.6,155,274,210,1.2,2.6,2,0.371,2.25,0.84,1300,2800,1780,2200,4300,3000
2009,2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,ODISHA,21,36,28.1,6.9,9,8.1,6.84,8.3,7.67,139,306,192,0.6,1.8,1.1,0.017,1.13,0.44,240,790,577,700,1300,1001
2009,2407,PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP),ODISHA,23,37,29.7,6.4,9,7.6,7.5,8.2,7.96,221,26020,11532,0.4,1.6,1,0.43,1.124,0.71,940,1500,1291,1500,2400,1957
2009,1639,MAHANADI AT PARADEEPD/S_ ORISSA,ODISHA,24,36,30.1,5.8,9.1,7.5,7,8.3,7.64,1522,48830,28837,0.8,2.1,1.4,0.839,2.312,1.13,1300,3100,2000,2500,5800,3457
2009,2404,POWER CHANNEL D/S NEAR BURLA,ODISHA,28,35,32,6.5,8,7.1,7.3,8.2,7.77,146,200,174,0.4,2.2,1.3,0.021,0.56,0.27,200,580,333,310,840,540
2009,1107,SEONATH AT U/S RAJNANDGAON_ CHATISSGARH,CHHATTISGARH,25,31,26.6,7.2,8,7.5,7.3,7.9,7.5,310,331,322,1.1,1.9,1.5,0.4,0.55,0.45,21802.47,19343208,1984207,120,2400,485
2009,1845,SEONATH RIVER WATER SUPPLY WELL_ DURG.,CHHATTISGARH,25,29,26.7,7.2,7.6,7.4,7.5,7.6,7.53,318,324,321,1,1.6,1.2,0.4,0.458,0.42,21802.47,19343208,1984207,120,460,263
2009,1266,SEONATH AT SHIMGA AFTER CONFL. WITH R. KHAROON_CHHATISSGARH,CHHATTISGARH,23,34,28.3,6.3,8.3,7,7.9,8.4,8.1,318,365,349,1.6,1.6,1.6,0.4353,3.662,1.46,21802.47,19343208,1984207,33,280,139
2009,1265,KHAROON AT RAIPUR U/S_ CHHATTISGARH,CHHATTISGARH,24,34,28,6.5,8.3,7.2,7.4,8.5,7.8,279,330,306,1.1,1.1,1.1,0.4353,3.662,1.46,21802.47,19343208,1984207,8,220,110
2009,1847,KHAROON RIVER B/C KHAPRI DRAIN_ DURG_ RAIPUR ROAD BRIDGE,CHHATTISGARH,26,31,27.3,7.3,8,7.6,7.5,7.7,7.58,317,336,327,1.3,1.9,1.6,0.4,0.55,0.49,21802.47,19343208,1984207,120,1100,480
2009,1846,KHAROON RIVER A/C KHAPRI DRAIN,CHHATTISGARH,26,31,27.3,7.4,7.9,7.6,7.5,7.8,7.63,324,341,333,1.4,2.1,1.8,0.4,0.6,0.5,21802.47,19343208,1984207,150,1100,703
2009,1853,KHAROON RIVER BUNDRI_ RAIPUR,CHHATTISGARH,24,35,28,6.4,7.9,6.9,7.4,8.2,7.75,290,346,323,1.6,1.6,1.6,-,-,1.46,21802.47,19343208,1984207,11,240,110
2009,1105,HASDEO AT U/S KORBA_CHHATISSGARH,CHHATTISGARH,25,30.2,27.9,6.7,7.6,7.1,7.28,7.4,7.31,265.629,1055.3,572.7,1,1.6,1.4,1.6,1.7,1.66,21802.47,19343208,1984207,80,254,169
2009,1106,HASDEO AT U/S OF CHAMPA_CHHATISSGARH,CHHATTISGARH,23,34,28.3,6.8,7.2,7,7.96,8.73,8.37,120,256,157,0.3,1.4,0.7,1.25,1.75,1.5,21802.47,19343208,1984207,10,22,13
2009,1848,ARPA RIVER D/S OF BILASPUR,CHHATTISGARH,27,27,27,7,7,7,7.89,7.89,7.89,144,144,144,2.4,2.4,2.4,1.749,1.749,1.75,21802.47,19343208,1984207,48,48,48
2009,1849,KELO RIVER U/S OF RAIGARH,CHHATTISGARH,23,29,25,6.7,7.4,7.1,7.06,7.89,7.59,164,196,183,0.9,2.6,1.9,0.965,1.109,1.05,21802.47,19343208,1984207,79,240,134
2009,1850,KELO RIVER D/S OF RAIGARH,CHHATTISGARH,23,29,25.2,6.6,7.8,7.1,7.13,8.43,7.86,176,218,193,1.2,2.9,2.3,1.007,1.13,1.08,21802.47,19343208,1984207,94,240,165
2009,1267,IB AT SUNDARGARH_ ORISSA,ODISHA,20,39,30.4,7.3,9.2,8.3,6.8,8.2,7.71,66,178,129,0.3,1.4,1,0.05,0.73,0.31,700,1700,1033,1100,2100,1542
2009,1268,IB AT JHARSUGUDA (INTAKE)_ ORISSA,ODISHA,18,37,28.3,6.2,9,7.9,6.72,8.2,7.59,74,188,144,0.4,1.6,1,0.034,0.69,0.29,1100,2100,1500,2100,3500,2533
2009,1300,IB AT  RAJ NAGAR U/S_ ORISSA,ODISHA,18,38,28.8,6.5,9.3,7.8,7,8.3,7.74,66,209,145,0.4,2.2,1,0.05,0.94,0.56,700,1700,1000,940,2100,1495
2009,1269,IB AT BRAJRAJNAGAR (INTAKE) D/S_ ORISSA,ODISHA,18,38,29,6,9,7.7,7.1,8.4,7.92,80,600,200,0.6,2.4,1.4,0.05,1.098,0.46,840,1400,1138,1400,2400,1827
2009,2403,BHEDEN RIVER BEFORE CONFLUENCE WITH IB RIVER,ODISHA,18,37,27.9,6.9,9.2,7.8,6.94,8.4,7.84,107,309,205,0.4,2.2,0.9,0.2,1.27,0.53,78,940,224,130,1500,473
2009,1279,KUAKHAI AT BHUBANESWAR U/S_ ORISSA,ODISHA,23,36,29.3,7,15.4,8.6,6.9,8.2,7.58,124,229,180,0.8,2.5,1.8,0.14,1.65,0.77,790,2200,1491,1100,3500,2492
2009,2410,BHUBANESWAR FU/S,ODISHA,24,36,29.3,7.3,9.4,8.1,7.1,8.3,7.7,117,212,164,0.4,4,1.5,0.05,1.9,0.51,240,840,614,700,1400,1030
2009,1280,KUAKHAI AT BHUBANESWAR D/S_ ORISSA,ODISHA,22,37,29.1,6,14,7.9,6.8,8.1,7.29,130,336,229,2.1,5.6,4,0.05,7.072,2.29,3100,14000,8467,6300,150000,25475
2009,2411,BHUBANESWAR FD/S ( 2 KM AFTER CONFLUENCE OF GANGUA NALLAH WITH RIVER DAYA),ODISHA,22,36,28.4,6,13.1,7.8,6.8,8.4,7.48,122,358,218,0.8,5.1,2.8,0.05,7.067,1.69,1300,7900,4450,2200,14000,8225
2009,1301,KATHAJODI AT CUTTACK D/S_ ORISSA,ODISHA,22,33,28.2,5.5,9.1,7.4,6.7,8.4,7.92,136,245,192,2.2,4.8,3.5,0.22,1.04,0.53,5400,92000,41450,9400,160000,86033
2009,2408,TEL,ODISHA,27,38,30.3,6.5,10.4,8.9,7,8.05,7.49,123,236,186,0.5,2.2,1.2,0.05,1.18,0.46,580,1300,980,1200,2100,1625
2009,1640,BIRUPA AT CHOUDWAR_ ORISSA,ODISHA,25,32,27.8,7.2,8.2,7.7,6.9,8.5,7.93,91,199,156,0.6,0.8,0.7,0.1,0.243,0.17,1100,1300,1200,1700,2400,2025
2009,1037,BRAHMANI AT U/S PANPOSH_ ORISSA,ODISHA,25,39,30.3,7.4,9.7,8.2,7.1,8.4,7.8,69.9,228,125,0.4,2.7,1.1,0.05,2.446,0.62,630,2200,1146,940,2800,1728
2009,1038,BRAHMANI AT D/S PANPOSH_ ORISSA,ODISHA,25,40,30.7,4.5,11.5,7.4,6.9,8.3,7.6,173,431,291,2.6,5.8,4.5,0.81,7.056,3.36,4600,13000,8150,9400,22000,13900
2009,1302,BRAHMANI AT ROURKELA D/S_ ORISSA,ODISHA,24,40,30.3,6.2,18.3,8.7,6.7,8.3,7.6,88.3,395,251,2.4,5.4,3.7,0.284,6.42,2.69,1400,11000,5067,2100,17000,8267
2009,2414,ROURKELA FDS AT BIRITOLA,ODISHA,25,30,26.6,7.1,11,8.6,6.8,8.3,7.6,88.3,392,211,1.5,4,2.5,0.11,1.063,0.5,1100,9400,3980,1400,15000,7260
2009,1039,BRAHMANI AT BONAIGARH_ ORISSA,ODISHA,24,28,26.3,6.8,11,9,7.5,8.4,7.9,184,235,212,0.7,2.5,1.6,0.121,0.95,0.58,1400,1700,1550,2100,2800,2450
2009,1040,BRAHMANI AT RENGALI_ ORISSA,ODISHA,27,32,28.8,7.7,10.6,9.4,6.6,8.2,7.3,93,219,149,0.6,2.2,1.5,0.179,1.17,0.5,790,1400,993,1100,2100,1550
2009,1041,BRAHMANI AT SAMAL_ ORISSA,ODISHA,27,33,28.8,6.9,9.9,8.4,7.1,8.2,7.7,132,216,178,0.9,2.1,1.3,0.307,1.21,0.65,630,1100,805,940,1700,1310
2009,1303,BRAHMANI AT TALCHER U/S_ ORISSA,ODISHA,21,38,28.6,7.4,9.4,8.1,6.6,8.2,7.7,91.9,199,142,0.6,1.9,1.2,0.05,2.07,0.54,940,2100,1478,1700,3500,2433
2009,2415,TALCHER FU/S (INTAKE WELL OF MCL_ TALCHER),ODISHA,22,38,29.5,6.6,9.1,7.9,6.9,8.5,7.7,99,190,146,0.2,1.8,0.9,0.05,1.06,0.35,460,1300,825,940,2100,1444
2009,2416,TALCHER FD/S,ODISHA,25,40,29.1,7.2,9.6,8.2,6.7,8.4,7.9,128,227,175,0.2,2.2,1.2,0.05,0.5,0.24,1300,2700,1873,2100,4300,3164
2009,1042,BRAHMANI AT KAMALANGA_ ORISSA,ODISHA,23,39,29.8,7.4,10,8.2,6.7,8.4,7.7,120.9,251.1,173,0.9,2.4,1.8,0.049,2.44,0.52,2200,7000,3658,2800,11000,7100
2009,2417,DHENKANAL D/S_ DHENKANAL TOWN,ODISHA,27,36,30.8,7.3,9.1,8.4,7.7,8.3,8,191,276,236,0.5,1.5,1,0.087,0.541,0.36,1100,1700,1350,1400,2800,2000
2009,1043,BRAHMANI AT BHUBAN_ ORISSA,ODISHA,27,37,30.7,7.3,8.7,7.8,7.5,8.1,7.9,101,383,206,0.6,1.6,1,0.04,0.77,0.35,1300,2800,1933,2200,4300,3100
2009,2418,KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA),ODISHA,25,33,29,7.4,8.5,7.9,7.1,8,7.7,100,171,137,0.8,1.7,1.2,0.05,0.25,0.15,1200,1700,1400,1500,3500,2350
2009,1044,BRAHMANI AT DHARMASHALA_ ORISSA,ODISHA,25,37,28.8,7.2,8.4,8.1,7.3,8.1,7.9,120,236,188,0.8,2.2,1.4,0.42,1.226,0.75,1300,2400,1775,2400,5400,3700
